,strain,D12,D3,plate,well,col,row,replicate,estradiol,auc,dgr
1093,PL0016,pdz1,sh31,12,D2,2,D,2,0,5.440499999999999,0.0040000000000000036
1094,PL0016,pdz1,sh31,12,D3,3,D,3,0,3.9585,0.0040000000000000036
1095,PL0016,pdz1,sh31,12,D4,4,D,1,5,5.912999999999999,0.008000000000000007
1096,PL0016,pdz1,sh31,12,D5,5,D,2,5,7.319999999999999,0.008000000000000007
1097,PL0016,pdz1,sh31,12,D6,6,D,3,5,7.027499999999999,0.008000000000000007
1098,PL0016,pdz1,sh31,12,D7,7,D,1,10,9.09,0.028000000000000025
1099,PL0016,pdz1,sh31,12,D8,8,D,2,10,10.882,0.02400000000000002
1100,PL0016,pdz1,sh31,12,D9,9,D,3,10,9.6105,0.020000000000000018
1101,PL0016,pdz1,sh31,12,D10,10,D,1,20,10.3735,0.043999999999999595
1102,PL0016,pdz1,sh31,12,D11,11,D,2,20,12.328000000000001,0.05600000000000005
1103,PL0016,pdz1,sh31,12,D12,12,D,3,20,10.190000000000001,0.03200000000000003
1104,PL0016,sh31,pdz2,12,E1,1,E,1,0,3.6670000000000007,0.0040000000000000036
1105,PL0016,sh31,pdz2,12,E2,2,E,2,0,4.3854999999999995,0.0040000000000000036
1106,PL0016,sh31,pdz2,12,E3,3,E,3,0,3.8864999999999994,0.0040000000000000036
1107,PL0016,sh31,pdz2,12,E4,4,E,1,5,3.4224999999999994,0.0040000000000000036
1108,PL0016,sh31,pdz2,12,E5,5,E,2,5,4.5985,0.0040000000000000036
1109,PL0016,sh31,pdz2,12,E6,6,E,3,5,5.632000000000001,0.0040000000000000036
1110,PL0016,sh31,pdz2,12,E7,7,E,1,10,3.1905,0.0040000000000000036
1111,PL0016,sh31,pdz2,12,E8,8,E,2,10,4.9045,0.0040000000000000036
1112,PL0016,sh31,pdz2,12,E9,9,E,3,10,5.348999999999999,0.0040000000000000036
1113,PL0016,sh31,pdz2,12,E10,10,E,1,20,3.1300000000000003,0.0040000000000000036
1114,PL0016,sh31,pdz2,12,E11,11,E,2,20,3.71,0.0040000000000000036
1115,PL0016,sh31,pdz2,12,E12,12,E,3,20,5.9275,0.0040000000000000036
1116,PL0016,sh32,pdz2,12,F1,1,F,1,0,3.2275000000000005,0.0040000000000000036
1117,PL0016,sh32,pdz2,12,F2,2,F,2,0,4.6354999999999995,0.0040000000000000036
1118,PL0016,sh32,pdz2,12,F3,3,F,3,0,4.770499999999999,0.0040000000000000036
1119,PL0016,sh32,pdz2,12,F4,4,F,1,5,3.4354999999999998,0.0040000000000000036
1120,PL0016,sh32,pdz2,12,F5,5,F,2,5,4.4879999999999995,0.0040000000000000036
1121,PL0016,sh32,pdz2,12,F6,6,F,3,5,5.775500000000001,0.0040000000000000036
1122,PL0016,sh32,pdz2,12,F7,7,F,1,10,3.639,0.0040000000000000036
1123,PL0016,sh32,pdz2,12,F8,8,F,2,10,5.458500000000001,0.0040000000000000036
1124,PL0016,sh32,pdz2,12,F9,9,F,3,10,5.293499999999999,0.0040000000000000036
1125,PL0016,sh32,pdz2,12,F10,10,F,1,20,2.8530000000000006,0.0040000000000000036
1126,PL0016,sh32,pdz2,12,F11,11,F,2,20,3.8274999999999997,0.0040000000000000036
1127,PL0016,sh32,pdz2,12,F12,12,F,3,20,5.935499999999999,0.0040000000000000036
1128,PL0016,sh33,pdz2,12,G1,1,G,1,0,5.707,0.0040000000000000036
1129,PL0016,sh33,pdz2,12,G2,2,G,2,0,5.031499999999999,0.0040000000000000036
1130,PL0016,sh33,pdz2,12,G3,3,G,3,0,5.863999999999999,0.008000000000000007
1131,PL0016,sh33,pdz2,12,G4,4,G,1,5,4.8999999999999995,0.0040000000000000036
1132,PL0016,sh33,pdz2,12,G5,5,G,2,5,4.724499999999999,0.0040000000000000036
1133,PL0016,sh33,pdz2,12,G6,6,G,3,5,6.581000000000001,0.0040000000000000036
1134,PL0016,sh33,pdz2,12,G7,7,G,1,10,4.5024999999999995,0.0040000000000000036
1135,PL0016,sh33,pdz2,12,G8,8,G,2,10,4.405499999999999,0.0040000000000000036
1136,PL0016,sh33,pdz2,12,G9,9,G,3,10,5.772499999999999,0.0040000000000000036
1137,PL0016,sh33,pdz2,12,G10,10,G,1,20,3.738,0.0040000000000000036
1138,PL0016,sh33,pdz2,12,G11,11,G,2,20,3.0980000000000003,0.0040000000000000036
1139,PL0016,sh33,pdz2,12,G12,12,G,3,20,6.0745,0.0040000000000000036
1140,PL0016,pdz3,sh32,12,H1,1,H,1,0,3.620000000000001,0.0040000000000000036
1141,PL0016,pdz3,sh32,12,H2,2,H,2,0,5.856499999999999,0.0040000000000000036
1142,PL0016,pdz3,sh32,12,H3,3,H,3,0,5.7585,0.0040000000000000036
1143,PL0016,pdz3,sh32,12,H4,4,H,1,5,4.5705,0.0040000000000000036
1144,PL0016,pdz3,sh32,12,H5,5,H,2,5,5.0625,0.0040000000000000036
1145,PL0016,pdz3,sh32,12,H6,6,H,3,5,6.1485,0.0040000000000000036
1146,PL0016,pdz3,sh32,12,H7,7,H,1,10,3.471,0.0040000000000000036
1147,PL0016,pdz3,sh32,12,H8,8,H,2,10,5.615999999999998,0.0040000000000000036
1148,PL0016,pdz3,sh32,12,H9,9,H,3,10,5.620999999999999,0.0040000000000000036
1149,PL0016,pdz3,sh32,12,H10,10,H,1,20,3.7535,0.0040000000000000036
1150,PL0016,pdz3,sh32,12,H11,11,H,2,20,3.2745000000000006,0.0040000000000000036
1151,PL0016,pdz3,sh32,12,H12,12,H,3,20,4.9315,0.0040000000000000036
1152,PL0016,sh31,sh31,13,A1,1,A,1,0,8.469500000000002,0.008000000000000007
1153,PL0016,sh31,sh31,13,A2,2,A,2,0,8.4955,0.0040000000000000036
1154,PL0016,sh31,sh31,13,A3,3,A,3,0,7.510500000000001,0.008000000000000007
1155,PL0016,sh31,sh31,13,A4,4,A,1,5,7.873500000000002,0.008000000000000007
1156,PL0016,sh31,sh31,13,A5,5,A,2,5,8.162000000000003,0.008000000000000007
1157,PL0016,sh31,sh31,13,A6,6,A,3,5,8.9235,0.008000000000000007
1158,PL0016,sh31,sh31,13,A7,7,A,1,10,9.178500000000001,0.01200000000000001
1159,PL0016,sh31,sh31,13,A8,8,A,2,10,8.2705,0.008000000000000007
1160,PL0016,sh31,sh31,13,A9,9,A,3,10,7.2415,0.01200000000000001
1161,PL0016,sh31,sh31,13,A10,10,A,1,20,8.592999999999998,0.016000000000000014
1162,PL0016,sh31,sh31,13,A11,11,A,2,20,5.7405,0.008000000000000007
1163,PL0016,sh31,sh31,13,A12,12,A,3,20,7.454000000000001,0.01200000000000001
1164,PL0016,sh31,sh32,13,B1,1,B,1,0,6.092999999999999,0.0040000000000000036
1165,PL0016,sh31,sh32,13,B2,2,B,2,0,8.088000000000001,0.0040000000000000036
1166,PL0016,sh31,sh32,13,B3,3,B,3,0,5.375,0.0040000000000000036
1167,PL0016,sh31,sh32,13,B4,4,B,1,5,5.019,0.0040000000000000036
1168,PL0016,sh31,sh32,13,B5,5,B,2,5,7.246,0.008000000000000007
1169,PL0016,sh31,sh32,13,B6,6,B,3,5,5.421999999999999,0.0040000000000000036
1170,PL0016,sh31,sh32,13,B7,7,B,1,10,4.2935,0.0040000000000000036
1171,PL0016,sh31,sh32,13,B8,8,B,2,10,6.906000000000001,0.008000000000000007
1172,PL0016,sh31,sh32,13,B9,9,B,3,10,4.517499999999999,0.0040000000000000036
1173,PL0016,sh31,sh32,13,B10,10,B,1,20,3.2359999999999998,0.0040000000000000036
1174,PL0016,sh31,sh32,13,B11,11,B,2,20,4.748,0.008000000000000007
1175,PL0016,sh31,sh32,13,B12,12,B,3,20,5.276,0.008000000000000007
1176,PL0016,sh32,sh31,13,C1,1,C,1,0,7.522500000000001,0.008000000000000007
1177,PL0016,sh32,sh31,13,C2,2,C,2,0,7.335500000000001,0.008000000000000007
1178,PL0016,sh32,sh31,13,C3,3,C,3,0,4.6690000000000005,0.0040000000000000036
1179,PL0016,sh32,sh31,13,C4,4,C,1,5,5.9865,0.008000000000000007
1180,PL0016,sh32,sh31,13,C5,5,C,2,5,7.034500000000001,0.008000000000000007
1181,PL0016,sh32,sh31,13,C6,6,C,3,5,4.6739999999999995,0.0040000000000000036
1182,PL0016,sh32,sh31,13,C7,7,C,1,10,6.343000000000001,0.008000000000000007
1183,PL0016,sh32,sh31,13,C8,8,C,2,10,5.859,0.008000000000000007
1184,PL0016,sh32,sh31,13,C9,9,C,3,10,3.1834999999999996,0.0040000000000000036
1185,PL0016,sh32,sh31,13,C10,10,C,1,20,5.051,0.008000000000000007
1186,PL0016,sh32,sh31,13,C11,11,C,2,20,4.297000000000001,0.008000000000000007
1187,PL0016,sh32,sh31,13,C12,12,C,3,20,4.568999999999999,0.008000000000000007
1188,PL0016,pdz1,pdz1,13,D1,1,D,1,0,7.481000000000001,0.008000000000000007
1189,PL0016,pdz1,pdz1,13,D2,2,D,2,0,6.2245,0.0040000000000000036
1190,PL0016,pdz1,pdz1,13,D3,3,D,3,0,5.313000000000001,0.0040000000000000036
1191,PL0016,pdz1,pdz1,13,D4,4,D,1,5,5.93,0.0040000000000000036
1192,PL0016,pdz1,pdz1,13,D5,5,D,2,5,6.0600000000000005,0.0040000000000000036
1193,PL0016,pdz1,pdz1,13,D6,6,D,3,5,4.6875,0.0040000000000000036
1194,PL0016,pdz1,pdz1,13,D7,7,D,1,10,6.3025,0.008000000000000007
1195,PL0016,pdz1,pdz1,13,D8,8,D,2,10,4.7235,0.0040000000000000036
1196,PL0016,pdz1,pdz1,13,D9,9,D,3,10,3.44,0.0040000000000000036
1197,PL0016,pdz1,pdz1,13,D10,10,D,1,20,3.9885,0.008000000000000007
1198,PL0016,pdz1,pdz1,13,D11,11,D,2,20,3.7415,0.0040000000000000036
1199,PL0016,pdz1,pdz1,13,D12,12,D,3,20,4.4605,0.0040000000000000036
1200,PL0016,pdz1,pdz3,13,E1,1,E,1,0,6.416,0.0040000000000000036
1201,PL0016,pdz1,pdz3,13,E2,2,E,2,0,5.477,0.0040000000000000036
1202,PL0016,pdz1,pdz3,13,E3,3,E,3,0,5.976500000000001,0.008000000000000007
1203,PL0016,pdz1,pdz3,13,E4,4,E,1,5,4.946999999999999,0.0040000000000000036
1204,PL0016,pdz1,pdz3,13,E5,5,E,2,5,5.83,0.0040000000000000036
1205,PL0016,pdz1,pdz3,13,E6,6,E,3,5,5.9910000000000005,0.0040000000000000036
1206,PL0016,pdz1,pdz3,13,E7,7,E,1,10,5.768000000000001,0.008000000000000007
1207,PL0016,pdz1,pdz3,13,E8,8,E,2,10,4.732999999999999,0.0040000000000000036
1208,PL0016,pdz1,pdz3,13,E9,9,E,3,10,5.214999999999999,0.008000000000000007
1209,PL0016,pdz1,pdz3,13,E10,10,E,1,20,5.103499999999999,0.0040000000000000036
1210,PL0016,pdz1,pdz3,13,E11,11,E,2,20,3.0879999999999996,0.0040000000000000036
1211,PL0016,pdz1,pdz3,13,E12,12,E,3,20,5.360499999999999,0.008000000000000007
1212,PL0016,pdz3,pdz3,13,F1,1,F,1,0,9.310500000000001,0.01200000000000001
1213,PL0016,pdz3,pdz3,13,F2,2,F,2,0,8.808500000000002,0.020000000000000018
1214,PL0016,pdz3,pdz3,13,F3,3,F,3,0,8.941000000000003,0.020000000000000018
1215,PL0016,pdz3,pdz3,13,F4,4,F,1,5,8.369000000000002,0.016000000000000014
1216,PL0016,pdz3,pdz3,13,F5,5,F,2,5,8.203500000000002,0.016000000000000014
1217,PL0016,pdz3,pdz3,13,F6,6,F,3,5,8.457,0.02400000000000002
1218,PL0016,pdz3,pdz3,13,F7,7,F,1,10,7.786000000000001,0.016000000000000014
1219,PL0016,pdz3,pdz3,13,F8,8,F,2,10,7.182000000000002,0.016000000000000014
1220,PL0016,pdz3,pdz3,13,F9,9,F,3,10,6.762499999999999,0.020000000000000018
1221,PL0016,pdz3,pdz3,13,F10,10,F,1,20,7.313500000000002,0.016000000000000014
1222,PL0016,pdz3,pdz3,13,F11,11,F,2,20,5.318999999999999,0.016000000000000014
1223,PL0016,pdz3,pdz3,13,F12,12,F,3,20,8.2525,0.02400000000000002
1224,PL0016,pdz1,sh32,13,G1,1,G,1,0,7.407000000000001,0.0040000000000000036
1225,PL0016,pdz1,sh32,13,G2,2,G,2,0,4.558999999999999,0.0040000000000000036
1226,PL0016,pdz1,sh32,13,G3,3,G,3,0,6.1585,0.0040000000000000036
1227,PL0016,pdz1,sh32,13,G4,4,G,1,5,5.3475,0.0040000000000000036
1228,PL0016,pdz1,sh32,13,G5,5,G,2,5,4.1030000000000015,0.0040000000000000036
1229,PL0016,pdz1,sh32,13,G6,6,G,3,5,5.323000000000001,0.0040000000000000036
1230,PL0016,pdz1,sh32,13,G7,7,G,1,10,6.009,0.0040000000000000036
1231,PL0016,pdz1,sh32,13,G8,8,G,2,10,3.0275,0.0040000000000000036
1232,PL0016,pdz1,sh32,13,G9,9,G,3,10,4.270999999999999,0.0040000000000000036
1233,PL0016,pdz1,sh32,13,G10,10,G,1,20,4.676999999999999,0.0040000000000000036
1234,PL0016,pdz1,sh32,13,G11,11,G,2,20,2.0920000000000005,0.0040000000000000036
1235,PL0016,pdz1,sh32,13,G12,12,G,3,20,5.1205,0.0040000000000000036
1236,PL0016,sh32,pdz1,13,H1,1,H,1,0,9.198,0.008000000000000007
1237,PL0016,sh32,pdz1,13,H2,2,H,2,0,8.298000000000002,0.011999999999999955
1238,PL0016,sh32,pdz1,13,H3,3,H,3,0,7.4990000000000006,0.008000000000000007
1239,PL0016,sh32,pdz1,13,H4,4,H,1,5,8.181000000000001,0.01200000000000001
1240,PL0016,sh32,pdz1,13,H5,5,H,2,5,8.511000000000001,0.01200000000000001
1241,PL0016,sh32,pdz1,13,H6,6,H,3,5,6.714500000000001,0.008000000000000007
1242,PL0016,sh32,pdz1,13,H7,7,H,1,10,8.868,0.01200000000000001
1243,PL0016,sh32,pdz1,13,H8,8,H,2,10,7.453999999999999,0.008000000000000007
1244,PL0016,sh32,pdz1,13,H9,9,H,3,10,6.505999999999999,0.008000000000000007
1245,PL0016,sh32,pdz1,13,H10,10,H,1,20,7.604500000000002,0.01200000000000001
1246,PL0016,sh32,pdz1,13,H11,11,H,2,20,7.911,0.019999999999999796
1247,PL0016,sh32,pdz1,13,H12,12,H,3,20,5.985999999999999,0.008000000000000007
1248,PL0016,empty,empty,14,A1,1,A,1,0,6.689000000000001,0.0040000000000000036
1249,PL0016,empty,empty,14,A2,2,A,2,0,7.176500000000001,0.0040000000000000036
1250,PL0016,empty,empty,14,A3,3,A,3,0,7.1899999999999995,0.0040000000000000036
1251,PL0016,empty,empty,14,A4,4,A,1,5,6.751,0.0040000000000000036
1252,PL0016,empty,empty,14,A5,5,A,2,5,6.905999999999999,0.008000000000000007
1253,PL0016,empty,empty,14,A6,6,A,3,5,7.054499999999998,0.008000000000000007
1254,PL0016,empty,empty,14,A7,7,A,1,10,6.452,0.0040000000000000036
1255,PL0016,empty,empty,14,A8,8,A,2,10,5.978499999999999,0.0040000000000000036
1256,PL0016,empty,empty,14,A9,9,A,3,10,6.094499999999999,0.008000000000000007
1257,PL0016,empty,empty,14,A10,10,A,1,20,5.714999999999998,0.0040000000000000036
1258,PL0016,empty,empty,14,A11,11,A,2,20,6.147499999999999,0.0040000000000000036
1259,PL0016,empty,empty,14,A12,12,A,3,20,5.9449999999999985,0.0040000000000000036
1260,PL0001,sh31,pdz1,14,B1,1,B,1,0,5.984499999999999,0.0040000000000000036
1261,PL0001,sh31,pdz1,14,B2,2,B,2,0,5.116,0.0040000000000000036
1262,PL0001,sh31,pdz1,14,B3,3,B,3,0,4.923,0.0040000000000000036
1263,PL0001,sh31,pdz1,14,B4,4,B,1,5,6.042000000000001,0.0040000000000000036
1264,PL0001,sh31,pdz1,14,B5,5,B,2,5,5.045000000000001,0.0040000000000000036
1265,PL0001,sh31,pdz1,14,B6,6,B,3,5,5.576499999999999,0.0040000000000000036
1266,PL0001,sh31,pdz1,14,B7,7,B,1,10,5.295999999999999,0.0040000000000000036
1267,PL0001,sh31,pdz1,14,B8,8,B,2,10,5.305500000000001,0.008000000000000007
1268,PL0001,sh31,pdz1,14,B9,9,B,3,10,5.242500000000001,0.0040000000000000036
1269,PL0001,sh31,pdz1,14,B10,10,B,1,20,4.978000000000001,0.0040000000000000036
1270,PL0001,sh31,pdz1,14,B11,11,B,2,20,4.885999999999999,0.008000000000000007
1271,PL0001,sh31,pdz1,14,B12,12,B,3,20,5.257,0.0040000000000000036
1272,PL0001,sh33,pdz3,14,C1,1,C,1,0,5.4375,0.008000000000000007
1273,PL0001,sh33,pdz3,14,C2,2,C,2,0,4.1049999999999995,0.0040000000000000036
1274,PL0001,sh33,pdz3,14,C3,3,C,3,0,7.639999999999999,0.020000000000000018
1275,PL0001,sh33,pdz3,14,C4,4,C,1,5,5.274000000000001,0.0040000000000000036
1276,PL0001,sh33,pdz3,14,C5,5,C,2,5,4.7135,0.0040000000000000036
1277,PL0001,sh33,pdz3,14,C6,6,C,3,5,5.926499999999999,0.008000000000000007
1278,PL0001,sh33,pdz3,14,C7,7,C,1,10,5.261999999999999,0.008000000000000007
1279,PL0001,sh33,pdz3,14,C8,8,C,2,10,4.905999999999999,0.008000000000000007
1280,PL0001,sh33,pdz3,14,C9,9,C,3,10,5.946999999999999,0.008000000000000007
1281,PL0001,sh33,pdz3,14,C10,10,C,1,20,5.175999999999999,0.008000000000000007
1282,PL0001,sh33,pdz3,14,C11,11,C,2,20,4.6594999999999995,0.0040000000000000036
1283,PL0001,sh33,pdz3,14,C12,12,C,3,20,6.116,0.008000000000000007
1284,PL0001,sh31,pdz3,14,D1,1,D,1,0,5.818999999999999,0.008000000000000007
1285,PL0001,sh31,pdz3,14,D2,2,D,2,0,5.047999999999998,0.0040000000000000036
1286,PL0001,sh31,pdz3,14,D3,3,D,3,0,4.935499999999999,0.0040000000000000036
1287,PL0001,sh31,pdz3,14,D4,4,D,1,5,5.419499999999998,0.008000000000000007
1288,PL0001,sh31,pdz3,14,D5,5,D,2,5,5.0249999999999995,0.008000000000000007
1289,PL0001,sh31,pdz3,14,D6,6,D,3,5,5.326999999999998,0.0040000000000000036
1290,PL0001,sh31,pdz3,14,D7,7,D,1,10,4.807499999999999,0.0040000000000000036
1291,PL0001,sh31,pdz3,14,D8,8,D,2,10,4.3549999999999995,0.0040000000000000036
1292,PL0001,sh31,pdz3,14,D9,9,D,3,10,5.101999999999999,0.0040000000000000036
1293,PL0001,sh31,pdz3,14,D10,10,D,1,20,4.672499999999999,0.0040000000000000036
1294,PL0001,sh31,pdz3,14,D11,11,D,2,20,4.35,0.0040000000000000036
1295,PL0001,sh31,pdz3,14,D12,12,D,3,20,5.9879999999999995,0.0040000000000000036
1296,PL0001,sh33,pdz1,14,E1,1,E,1,0,6.027499999999998,0.0040000000000000036
1297,PL0001,sh33,pdz1,14,E2,2,E,2,0,4.5325,0.0040000000000000036
1298,PL0001,sh33,pdz1,14,E3,3,E,3,0,5.0375,0.0040000000000000036
1299,PL0001,sh33,pdz1,14,E4,4,E,1,5,5.142499999999999,0.0040000000000000036
1300,PL0001,sh33,pdz1,14,E5,5,E,2,5,5.056500000000001,0.0040000000000000036
1301,PL0001,sh33,pdz1,14,E6,6,E,3,5,5.539999999999999,0.008000000000000007
1302,PL0001,sh33,pdz1,14,E7,7,E,1,10,5.1129999999999995,0.0040000000000000036
1303,PL0001,sh33,pdz1,14,E8,8,E,2,10,4.7444999999999995,0.0040000000000000036
1304,PL0001,sh33,pdz1,14,E9,9,E,3,10,4.787999999999999,0.0040000000000000036
1305,PL0001,sh33,pdz1,14,E10,10,E,1,20,4.581499999999999,0.0040000000000000036
1306,PL0001,sh33,pdz1,14,E11,11,E,2,20,5.5714999999999995,0.016000000000000014
1307,PL0001,sh33,pdz1,14,E12,12,E,3,20,5.186999999999999,0.0040000000000000036
1308,PL0001,pdz3,sh33,14,F1,1,F,1,0,6.405499999999999,0.0040000000000000036
1309,PL0001,pdz3,sh33,14,F2,2,F,2,0,4.733500000000001,0.0040000000000000036
1310,PL0001,pdz3,sh33,14,F3,3,F,3,0,5.395,0.0040000000000000036
1311,PL0001,pdz3,sh33,14,F4,4,F,1,5,5.728499999999999,0.0040000000000000036
1312,PL0001,pdz3,sh33,14,F5,5,F,2,5,5.288000000000001,0.007999999999999952
1313,PL0001,pdz3,sh33,14,F6,6,F,3,5,6.027500000000001,0.0040000000000000036
1314,PL0001,pdz3,sh33,14,F7,7,F,1,10,5.174999999999999,0.0040000000000000036
1315,PL0001,pdz3,sh33,14,F8,8,F,2,10,5.081500000000001,0.0040000000000000036
1316,PL0001,pdz3,sh33,14,F9,9,F,3,10,5.5055000000000005,0.0040000000000000036
1317,PL0001,pdz3,sh33,14,F10,10,F,1,20,5.504999999999999,0.008000000000000007
1318,PL0001,pdz3,sh33,14,F11,11,F,2,20,5.290999999999999,0.0040000000000000036
1319,PL0001,pdz3,sh33,14,F12,12,F,3,20,4.823999999999999,0.0040000000000000036
1320,PL0001,pdz1,sh33,14,G1,1,G,1,0,5.301499999999999,0.0040000000000000036
1321,PL0001,pdz1,sh33,14,G2,2,G,2,0,5.0815,0.0040000000000000036
1322,PL0001,pdz1,sh33,14,G3,3,G,3,0,4.363499999999998,0.0040000000000000036
1323,PL0001,pdz1,sh33,14,G4,4,G,1,5,4.836,0.0040000000000000036
1324,PL0001,pdz1,sh33,14,G5,5,G,2,5,4.565499999999999,0.0040000000000000036
1325,PL0001,pdz1,sh33,14,G6,6,G,3,5,4.848499999999999,0.0040000000000000036
1326,PL0001,pdz1,sh33,14,G7,7,G,1,10,4.718999999999999,0.0040000000000000036
1327,PL0001,pdz1,sh33,14,G8,8,G,2,10,3.9229999999999996,0.0040000000000000036
1328,PL0001,pdz1,sh33,14,G9,9,G,3,10,4.806500000000001,0.0040000000000000036
1329,PL0001,pdz1,sh33,14,G10,10,G,1,20,3.993499999999999,0.0040000000000000036
1330,PL0001,pdz1,sh33,14,G11,11,G,2,20,4.689499999999999,0.0040000000000000036
1331,PL0001,pdz1,sh33,14,G12,12,G,3,20,4.4045,0.0040000000000000036
1332,PL0001,pdz3,sh31,14,H1,1,H,1,0,5.158499999999999,0.0040000000000000036
1333,PL0001,pdz3,sh31,14,H2,2,H,2,0,7.072499999999998,0.008000000000000007
1334,PL0001,pdz3,sh31,14,H3,3,H,3,0,5.309499999999999,0.0040000000000000036
1335,PL0001,pdz3,sh31,14,H4,4,H,1,5,6.301500000000002,0.008000000000000007
1336,PL0001,pdz3,sh31,14,H5,5,H,2,5,7.173000000000002,0.008000000000000007
1337,PL0001,pdz3,sh31,14,H6,6,H,3,5,6.782,0.008000000000000007
1338,PL0001,pdz3,sh31,14,H7,7,H,1,10,6.138500000000001,0.0040000000000000036
1339,PL0001,pdz3,sh31,14,H8,8,H,2,10,6.060999999999998,0.008000000000000007
1340,PL0001,pdz3,sh31,14,H9,9,H,3,10,6.0145,0.0040000000000000036
1341,PL0001,pdz3,sh31,14,H10,10,H,1,20,5.426999999999999,0.0040000000000000036
1342,PL0001,pdz3,sh31,14,H11,11,H,2,20,6.0009999999999994,0.008000000000000007
1343,PL0001,pdz3,sh31,14,H12,12,H,3,20,5.772500000000001,0.008000000000000007
1344,PL0001,pdz1,sh31,15,A1,1,A,1,0,6.4525,0.0040000000000000036
1345,PL0001,pdz1,sh31,15,A2,2,A,2,0,6.128500000000001,0.0040000000000000036
1346,PL0001,pdz1,sh31,15,A3,3,A,3,0,5.6235,0.0040000000000000036
1347,PL0001,pdz1,sh31,15,A4,4,A,1,5,5.695,0.0040000000000000036
1348,PL0001,pdz1,sh31,15,A5,5,A,2,5,5.5455000000000005,0.0040000000000000036
1349,PL0001,pdz1,sh31,15,A6,6,A,3,5,5.218500000000001,0.0040000000000000036
1350,PL0001,pdz1,sh31,15,A7,7,A,1,10,6.045499999999999,0.0040000000000000036
1351,PL0001,pdz1,sh31,15,A8,8,A,2,10,6.013999999999999,0.0040000000000000036
1352,PL0001,pdz1,sh31,15,A9,9,A,3,10,5.126500000000001,0.0040000000000000036
1353,PL0001,pdz1,sh31,15,A10,10,A,1,20,6.04,0.0040000000000000036
1354,PL0001,pdz1,sh31,15,A11,11,A,2,20,5.596500000000001,0.0040000000000000036
1355,PL0001,pdz1,sh31,15,A12,12,A,3,20,4.706999999999999,0.0040000000000000036
1356,PL0001,sh31,pdz2,15,B1,1,B,1,0,4.760499999999999,0.0040000000000000036
1357,PL0001,sh31,pdz2,15,B2,2,B,2,0,4.758500000000001,0.0040000000000000036
1358,PL0001,sh31,pdz2,15,B3,3,B,3,0,4.465999999999998,0.0040000000000000036
1359,PL0001,sh31,pdz2,15,B4,4,B,1,5,4.501,0.0040000000000000036
1360,PL0001,sh31,pdz2,15,B5,5,B,2,5,5.168,0.0040000000000000036
1361,PL0001,sh31,pdz2,15,B6,6,B,3,5,5.548499999999999,0.0040000000000000036
1362,PL0001,sh31,pdz2,15,B7,7,B,1,10,4.944500000000001,0.0040000000000000036
1363,PL0001,sh31,pdz2,15,B8,8,B,2,10,5.018000000000001,0.0040000000000000036
1364,PL0001,sh31,pdz2,15,B9,9,B,3,10,4.890000000000001,0.0040000000000000036
1365,PL0001,sh31,pdz2,15,B10,10,B,1,20,4.7865,0.0040000000000000036
1366,PL0001,sh31,pdz2,15,B11,11,B,2,20,5.08,0.0040000000000000036
1367,PL0001,sh31,pdz2,15,B12,12,B,3,20,4.5745,0.0040000000000000036
1368,PL0001,sh32,pdz2,15,C1,1,C,1,0,4.668999999999999,0.0040000000000000036
1369,PL0001,sh32,pdz2,15,C2,2,C,2,0,4.780000000000001,0.0040000000000000036
1370,PL0001,sh32,pdz2,15,C3,3,C,3,0,5.896500000000001,0.0040000000000000036
1371,PL0001,sh32,pdz2,15,C4,4,C,1,5,4.586,0.0040000000000000036
1372,PL0001,sh32,pdz2,15,C5,5,C,2,5,5.332,0.0040000000000000036
1373,PL0001,sh32,pdz2,15,C6,6,C,3,5,5.306499999999999,0.0040000000000000036
1374,PL0001,sh32,pdz2,15,C7,7,C,1,10,5.378500000000001,0.008000000000000007
1375,PL0001,sh32,pdz2,15,C8,8,C,2,10,5.032,0.0040000000000000036
1376,PL0001,sh32,pdz2,15,C9,9,C,3,10,4.879,0.0040000000000000036
1377,PL0001,sh32,pdz2,15,C10,10,C,1,20,4.617500000000001,0.0040000000000000036
1378,PL0001,sh32,pdz2,15,C11,11,C,2,20,5.4815000000000005,0.0040000000000000036
1379,PL0001,sh32,pdz2,15,C12,12,C,3,20,5.999499999999999,0.0040000000000000036
1380,PL0001,sh33,pdz2,15,D1,1,D,1,0,4.706500000000001,0.0040000000000000036
1381,PL0001,sh33,pdz2,15,D2,2,D,2,0,5.065500000000001,0.0040000000000000036
1382,PL0001,sh33,pdz2,15,D3,3,D,3,0,4.730500000000001,0.0040000000000000036
1383,PL0001,sh33,pdz2,15,D4,4,D,1,5,4.835500000000001,0.0040000000000000036
1384,PL0001,sh33,pdz2,15,D5,5,D,2,5,5.407500000000001,0.0040000000000000036
1385,PL0001,sh33,pdz2,15,D6,6,D,3,5,5.0225,0.0040000000000000036
1386,PL0001,sh33,pdz2,15,D7,7,D,1,10,5.039,0.0040000000000000036
1387,PL0001,sh33,pdz2,15,D8,8,D,2,10,5.192500000000001,0.0040000000000000036
1388,PL0001,sh33,pdz2,15,D9,9,D,3,10,4.613999999999999,0.0040000000000000036
1389,PL0001,sh33,pdz2,15,D10,10,D,1,20,4.599,0.0040000000000000036
1390,PL0001,sh33,pdz2,15,D11,11,D,2,20,5.3365,0.0040000000000000036
1391,PL0001,sh33,pdz2,15,D12,12,D,3,20,5.645,0.008000000000000007
