,strain,D12,D3,plate,well,col,row,replicate,estradiol,auc,dgr
1392,PL0001,pdz3,sh32,15,E1,1,E,1,0,4.517999999999999,0.0040000000000000036
1393,PL0001,pdz3,sh32,15,E2,2,E,2,0,5.504,0.008000000000000007
1394,PL0001,pdz3,sh32,15,E3,3,E,3,0,4.9544999999999995,0.0040000000000000036
1395,PL0001,pdz3,sh32,15,E4,4,E,1,5,4.493,0.0040000000000000036
1396,PL0001,pdz3,sh32,15,E5,5,E,2,5,5.5184999999999995,0.0040000000000000036
1397,PL0001,pdz3,sh32,15,E6,6,E,3,5,5.460000000000001,0.0040000000000000036
1398,PL0001,pdz3,sh32,15,E7,7,E,1,10,4.748500000000001,0.0040000000000000036
1399,PL0001,pdz3,sh32,15,E8,8,E,2,10,5.894,0.0040000000000000036
1400,PL0001,pdz3,sh32,15,E9,9,E,3,10,5.667,0.008000000000000007
1401,PL0001,pdz3,sh32,15,E10,10,E,1,20,4.139499999999999,0.0040000000000000036
1402,PL0001,pdz3,sh32,15,E11,11,E,2,20,5.378500000000001,0.0040000000000000036
1403,PL0001,pdz3,sh32,15,E12,12,E,3,20,5.5295,0.0040000000000000036
1404,PL0001,sh31,sh31,15,F1,1,F,1,0,4.8100000000000005,0.0040000000000000036
1405,PL0001,sh31,sh31,15,F2,2,F,2,0,4.804499999999999,0.0040000000000000036
1406,PL0001,sh31,sh31,15,F3,3,F,3,0,4.796500000000001,0.0040000000000000036
1407,PL0001,sh31,sh31,15,F4,4,F,1,5,4.873,0.0040000000000000036
1408,PL0001,sh31,sh31,15,F5,5,F,2,5,5.033,0.0040000000000000036
1409,PL0001,sh31,sh31,15,F6,6,F,3,5,4.911500000000001,0.0040000000000000036
1410,PL0001,sh31,sh31,15,F7,7,F,1,10,5.238,0.0040000000000000036
1411,PL0001,sh31,sh31,15,F8,8,F,2,10,5.5465,0.0040000000000000036
1412,PL0001,sh31,sh31,15,F9,9,F,3,10,5.673,0.0040000000000000036
1413,PL0001,sh31,sh31,15,F10,10,F,1,20,4.173499999999999,0.0040000000000000036
1414,PL0001,sh31,sh31,15,F11,11,F,2,20,4.385999999999999,0.0040000000000000036
1415,PL0001,sh31,sh31,15,F12,12,F,3,20,5.0685,0.0040000000000000036
1416,PL0001,sh31,sh32,15,G1,1,G,1,0,5.2745,0.0040000000000000036
1417,PL0001,sh31,sh32,15,G2,2,G,2,0,5.093500000000001,0.0040000000000000036
1418,PL0001,sh31,sh32,15,G3,3,G,3,0,5.125,0.0040000000000000036
1419,PL0001,sh31,sh32,15,G4,4,G,1,5,5.440500000000001,0.0040000000000000036
1420,PL0001,sh31,sh32,15,G5,5,G,2,5,5.6645,0.0040000000000000036
1421,PL0001,sh31,sh32,15,G6,6,G,3,5,5.2204999999999995,0.0040000000000000036
1422,PL0001,sh31,sh32,15,G7,7,G,1,10,5.884500000000001,0.0040000000000000036
1423,PL0001,sh31,sh32,15,G8,8,G,2,10,5.8575,0.0040000000000000036
1424,PL0001,sh31,sh32,15,G9,9,G,3,10,5.3065,0.0040000000000000036
1425,PL0001,sh31,sh32,15,G10,10,G,1,20,4.7155000000000005,0.0040000000000000036
1426,PL0001,sh31,sh32,15,G11,11,G,2,20,5.1495,0.0040000000000000036
1427,PL0001,sh31,sh32,15,G12,12,G,3,20,5.0045,0.0040000000000000036
1428,PL0001,sh32,sh31,15,H1,1,H,1,0,6.055,0.0040000000000000036
1429,PL0001,sh32,sh31,15,H2,2,H,2,0,6.788500000000001,0.008000000000000007
1430,PL0001,sh32,sh31,15,H3,3,H,3,0,6.618,0.008000000000000007
1431,PL0001,sh32,sh31,15,H4,4,H,1,5,6.6305,0.0040000000000000036
1432,PL0001,sh32,sh31,15,H5,5,H,2,5,7.516000000000002,0.008000000000000007
1433,PL0001,sh32,sh31,15,H6,6,H,3,5,6.836500000000001,0.0040000000000000036
1434,PL0001,sh32,sh31,15,H7,7,H,1,10,6.6425,0.0040000000000000036
1435,PL0001,sh32,sh31,15,H8,8,H,2,10,7.782500000000001,0.008000000000000007
1436,PL0001,sh32,sh31,15,H9,9,H,3,10,6.194500000000001,0.0040000000000000036
1437,PL0001,sh32,sh31,15,H10,10,H,1,20,6.9,0.008000000000000007
1438,PL0001,sh32,sh31,15,H11,11,H,2,20,6.275,0.008000000000000007
1439,PL0001,sh32,sh31,15,H12,12,H,3,20,5.499500000000001,0.0040000000000000036
1440,PL0001,pdz1,pdz1,16,A1,1,A,1,0,5.119,0.0040000000000000036
1441,PL0001,pdz1,pdz1,16,A2,2,A,2,0,4.991499999999999,0.007999999999999952
1442,PL0001,pdz1,pdz1,16,A3,3,A,3,0,7.112,0.008000000000000007
1443,PL0001,pdz1,pdz1,16,A4,4,A,1,5,5.961499999999999,0.0040000000000000036
1444,PL0001,pdz1,pdz1,16,A5,5,A,2,5,6.316999999999999,0.0040000000000000036
1445,PL0001,pdz1,pdz1,16,A6,6,A,3,5,5.0584999999999996,0.0040000000000000036
1446,PL0001,pdz1,pdz1,16,A7,7,A,1,10,4.9239999999999995,0.0040000000000000036
1447,PL0001,pdz1,pdz1,16,A8,8,A,2,10,5.608999999999999,0.0040000000000000036
1448,PL0001,pdz1,pdz1,16,A9,9,A,3,10,5.422999999999999,0.0040000000000000036
1449,PL0001,pdz1,pdz1,16,A10,10,A,1,20,3.4645,0.0040000000000000036
1450,PL0001,pdz1,pdz1,16,A11,11,A,2,20,3.8994999999999997,0.0040000000000000036
1451,PL0001,pdz1,pdz1,16,A12,12,A,3,20,4.436999999999999,0.0040000000000000036
1452,PL0001,pdz1,pdz3,16,B1,1,B,1,0,4.674499999999999,0.0040000000000000036
1453,PL0001,pdz1,pdz3,16,B2,2,B,2,0,5.3759999999999994,0.0040000000000000036
1454,PL0001,pdz1,pdz3,16,B3,3,B,3,0,4.990500000000001,0.0040000000000000036
1455,PL0001,pdz1,pdz3,16,B4,4,B,1,5,4.8505,0.0040000000000000036
1456,PL0001,pdz1,pdz3,16,B5,5,B,2,5,5.384499999999999,0.0040000000000000036
1457,PL0001,pdz1,pdz3,16,B6,6,B,3,5,4.241499999999999,0.0040000000000000036
1458,PL0001,pdz1,pdz3,16,B7,7,B,1,10,3.9314999999999998,0.0040000000000000036
1459,PL0001,pdz1,pdz3,16,B8,8,B,2,10,4.669,0.0040000000000000036
1460,PL0001,pdz1,pdz3,16,B9,9,B,3,10,4.490500000000001,0.0040000000000000036
1461,PL0001,pdz1,pdz3,16,B10,10,B,1,20,2.2045000000000003,0.0040000000000000036
1462,PL0001,pdz1,pdz3,16,B11,11,B,2,20,2.5955000000000004,0.0040000000000000036
1463,PL0001,pdz1,pdz3,16,B12,12,B,3,20,3.882,0.0040000000000000036
1464,PL0001,pdz3,pdz3,16,C1,1,C,1,0,6.26,0.008000000000000007
1465,PL0001,pdz3,pdz3,16,C2,2,C,2,0,5.737499999999999,0.008000000000000007
1466,PL0001,pdz3,pdz3,16,C3,3,C,3,0,6.613500000000002,0.01200000000000001
1467,PL0001,pdz3,pdz3,16,C4,4,C,1,5,7.029999999999999,0.016000000000000014
1468,PL0001,pdz3,pdz3,16,C5,5,C,2,5,6.348999999999999,0.008000000000000007
1469,PL0001,pdz3,pdz3,16,C6,6,C,3,5,4.355499999999999,0.0040000000000000036
1470,PL0001,pdz3,pdz3,16,C7,7,C,1,10,6.4085,0.008000000000000007
1471,PL0001,pdz3,pdz3,16,C8,8,C,2,10,6.2764999999999995,0.008000000000000007
1472,PL0001,pdz3,pdz3,16,C9,9,C,3,10,5.849999999999999,0.01200000000000001
1473,PL0001,pdz3,pdz3,16,C10,10,C,1,20,4.180000000000001,0.01200000000000001
1474,PL0001,pdz3,pdz3,16,C11,11,C,2,20,7.617999999999999,0.01200000000000001
1475,PL0001,pdz3,pdz3,16,C12,12,C,3,20,4.058,0.0040000000000000036
1476,PL0001,pdz1,sh32,16,D1,1,D,1,0,4.238999999999999,0.0040000000000000036
1477,PL0001,pdz1,sh32,16,D2,2,D,2,0,4.6530000000000005,0.0040000000000000036
1478,PL0001,pdz1,sh32,16,D3,3,D,3,0,4.202,0.0040000000000000036
1479,PL0001,pdz1,sh32,16,D4,4,D,1,5,4.2989999999999995,0.0040000000000000036
1480,PL0001,pdz1,sh32,16,D5,5,D,2,5,4.1175,0.0040000000000000036
1481,PL0001,pdz1,sh32,16,D6,6,D,3,5,3.820499999999999,0.0040000000000000036
1482,PL0001,pdz1,sh32,16,D7,7,D,1,10,4.122999999999999,0.0040000000000000036
1483,PL0001,pdz1,sh32,16,D8,8,D,2,10,4.195499999999999,0.0040000000000000036
1484,PL0001,pdz1,sh32,16,D9,9,D,3,10,3.5654999999999992,0.0040000000000000036
1485,PL0001,pdz1,sh32,16,D10,10,D,1,20,2.7095000000000002,0.0040000000000000036
1486,PL0001,pdz1,sh32,16,D11,11,D,2,20,2.8765,0.0040000000000000036
1487,PL0001,pdz1,sh32,16,D12,12,D,3,20,3.342,0.0040000000000000036
1488,PL0001,sh32,pdz1,16,E1,1,E,1,0,4.9415,0.0040000000000000036
1489,PL0001,sh32,pdz1,16,E2,2,E,2,0,5.039999999999999,0.0040000000000000036
1490,PL0001,sh32,pdz1,16,E3,3,E,3,0,5.127999999999999,0.008000000000000007
1491,PL0001,sh32,pdz1,16,E4,4,E,1,5,4.843500000000001,0.0040000000000000036
1492,PL0001,sh32,pdz1,16,E5,5,E,2,5,4.5645,0.0040000000000000036
1493,PL0001,sh32,pdz1,16,E6,6,E,3,5,3.519499999999999,0.016000000000000014
1494,PL0001,sh32,pdz1,16,E7,7,E,1,10,5.116999999999999,0.0040000000000000036
1495,PL0001,sh32,pdz1,16,E8,8,E,2,10,4.922499999999999,0.0040000000000000036
1496,PL0001,sh32,pdz1,16,E9,9,E,3,10,4.734499999999999,0.0040000000000000036
1497,PL0001,sh32,pdz1,16,E10,10,E,1,20,2.9240000000000004,0.0040000000000000036
1498,PL0001,sh32,pdz1,16,E11,11,E,2,20,3.407,0.0040000000000000036
1499,PL0001,sh32,pdz1,16,E12,12,E,3,20,3.9734999999999996,0.0040000000000000036
1500,PL0001,empty,empty,16,F1,1,F,1,0,3.9645,0.0040000000000000036
1501,PL0001,empty,empty,16,F2,2,F,2,0,4.101,0.0040000000000000036
1502,PL0001,empty,empty,16,F3,3,F,3,0,4.163999999999999,0.0040000000000000036
1503,PL0001,empty,empty,16,F4,4,F,1,5,3.9839999999999995,0.0040000000000000036
1504,PL0001,empty,empty,16,F5,5,F,2,5,4.333999999999999,0.0040000000000000036
1505,PL0001,empty,empty,16,F6,6,F,3,5,4.3675,0.0040000000000000036
1506,PL0001,empty,empty,16,F7,7,F,1,10,5.234500000000001,0.0040000000000000036
1507,PL0001,empty,empty,16,F8,8,F,2,10,4.187999999999999,0.0040000000000000036
1508,PL0001,empty,empty,16,F9,9,F,3,10,4.2735,0.0040000000000000036
1509,PL0001,empty,empty,16,F10,10,F,1,20,2.0085000000000006,0.0040000000000000036
1510,PL0001,empty,empty,16,F11,11,F,2,20,2.721,0.0040000000000000036
1511,PL0001,empty,empty,16,F12,12,F,3,20,3.7615,0.0040000000000000036
1512,BY4741,sh31,pdz1,16,G1,1,G,1,0,4.7395,0.0040000000000000036
1513,BY4741,sh31,pdz1,16,G2,2,G,2,0,5.788,0.0040000000000000036
1514,BY4741,sh31,pdz1,16,G3,3,G,3,0,6.192,0.0040000000000000036
1515,BY4741,sh31,pdz1,16,G4,4,G,1,5,4.93,0.0040000000000000036
1516,BY4741,sh31,pdz1,16,G5,5,G,2,5,6.437,0.0040000000000000036
1517,BY4741,sh31,pdz1,16,G6,6,G,3,5,4.7785,0.0040000000000000036
1518,BY4741,sh31,pdz1,16,G7,7,G,1,10,5.151,0.0040000000000000036
1519,BY4741,sh31,pdz1,16,G8,8,G,2,10,5.5325,0.0040000000000000036
1520,BY4741,sh31,pdz1,16,G9,9,G,3,10,6.092500000000001,0.0040000000000000036
1521,BY4741,sh31,pdz1,16,G10,10,G,1,20,2.5785000000000005,0.0040000000000000036
1522,BY4741,sh31,pdz1,16,G11,11,G,2,20,5.8595,0.0040000000000000036
1523,BY4741,sh31,pdz1,16,G12,12,G,3,20,4.394,0.0040000000000000036
1524,BY4741,sh33,pdz3,16,H1,1,H,1,0,3.908,0.0040000000000000036
1525,BY4741,sh33,pdz3,16,H2,2,H,2,0,7.463999999999999,0.01200000000000001
1526,BY4741,sh33,pdz3,16,H3,3,H,3,0,6.797500000000002,0.008000000000000007
1527,BY4741,sh33,pdz3,16,H4,4,H,1,5,4.8605,0.008000000000000007
1528,BY4741,sh33,pdz3,16,H5,5,H,2,5,7.578499999999998,0.020000000000000018
1529,BY4741,sh33,pdz3,16,H6,6,H,3,5,7.098,0.016000000000000014
1530,BY4741,sh33,pdz3,16,H7,7,H,1,10,4.611999999999999,0.0040000000000000036
1531,BY4741,sh33,pdz3,16,H8,8,H,2,10,7.399499999999999,0.01200000000000001
1532,BY4741,sh33,pdz3,16,H9,9,H,3,10,6.275499999999998,0.01200000000000001
1533,BY4741,sh33,pdz3,16,H10,10,H,1,20,3.0270000000000006,0.0040000000000000036
1534,BY4741,sh33,pdz3,16,H11,11,H,2,20,5.384499999999999,0.016000000000000014
1535,BY4741,sh33,pdz3,16,H12,12,H,3,20,4.872,0.008000000000000007
1536,BY4741,sh31,pdz3,17,A1,1,A,1,0,9.4585,0.016000000000000014
1537,BY4741,sh31,pdz3,17,A2,2,A,2,0,10.111,0.016000000000000014
1538,BY4741,sh31,pdz3,17,A3,3,A,3,0,7.307499999999999,0.01200000000000001
1539,BY4741,sh31,pdz3,17,A4,4,A,1,5,8.27,0.01200000000000001
1540,BY4741,sh31,pdz3,17,A5,5,A,2,5,6.5295,0.008000000000000007
1541,BY4741,sh31,pdz3,17,A6,6,A,3,5,8.935500000000001,0.01200000000000001
1542,BY4741,sh31,pdz3,17,A7,7,A,1,10,7.3065,0.01200000000000001
1543,BY4741,sh31,pdz3,17,A8,8,A,2,10,10.015,0.020000000000000018
1544,BY4741,sh31,pdz3,17,A9,9,A,3,10,8.844500000000002,0.008000000000000007
1545,BY4741,sh31,pdz3,17,A10,10,A,1,20,8.297500000000001,0.01200000000000001
1546,BY4741,sh31,pdz3,17,A11,11,A,2,20,8.207500000000001,0.01200000000000001
1547,BY4741,sh31,pdz3,17,A12,12,A,3,20,8.576999999999998,0.008000000000000007
1548,BY4741,sh33,pdz1,17,B1,1,B,1,0,6.783999999999999,0.0040000000000000036
1549,BY4741,sh33,pdz1,17,B2,2,B,2,0,7.7170000000000005,0.008000000000000007
1550,BY4741,sh33,pdz1,17,B3,3,B,3,0,4.4675,0.0040000000000000036
1551,BY4741,sh33,pdz1,17,B4,4,B,1,5,7.498500000000001,0.008000000000000007
1552,BY4741,sh33,pdz1,17,B5,5,B,2,5,4.076499999999999,0.0040000000000000036
1553,BY4741,sh33,pdz1,17,B6,6,B,3,5,4.85,0.0040000000000000036
1554,BY4741,sh33,pdz1,17,B7,7,B,1,10,6.5390000000000015,0.008000000000000007
1555,BY4741,sh33,pdz1,17,B8,8,B,2,10,7.1665,0.008000000000000007
1556,BY4741,sh33,pdz1,17,B9,9,B,3,10,5.460000000000001,0.0040000000000000036
1557,BY4741,sh33,pdz1,17,B10,10,B,1,20,7.269500000000001,0.008000000000000007
1558,BY4741,sh33,pdz1,17,B11,11,B,2,20,5.626499999999998,0.0040000000000000036
1559,BY4741,sh33,pdz1,17,B12,12,B,3,20,5.2505,0.0040000000000000036
1560,BY4741,pdz3,sh33,17,C1,1,C,1,0,8.760499999999999,0.01200000000000001
1561,BY4741,pdz3,sh33,17,C2,2,C,2,0,8.136000000000001,0.008000000000000007
1562,BY4741,pdz3,sh33,17,C3,3,C,3,0,5.306000000000001,0.0040000000000000036
1563,BY4741,pdz3,sh33,17,C4,4,C,1,5,7.708000000000001,0.008000000000000007
1564,BY4741,pdz3,sh33,17,C5,5,C,2,5,5.378499999999999,0.0040000000000000036
1565,BY4741,pdz3,sh33,17,C6,6,C,3,5,5.248,0.0040000000000000036
1566,BY4741,pdz3,sh33,17,C7,7,C,1,10,8.721000000000002,0.01200000000000001
1567,BY4741,pdz3,sh33,17,C8,8,C,2,10,7.2945,0.0040000000000000036
1568,BY4741,pdz3,sh33,17,C9,9,C,3,10,6.1800000000000015,0.0040000000000000036
1569,BY4741,pdz3,sh33,17,C10,10,C,1,20,8.427000000000001,0.008000000000000007
1570,BY4741,pdz3,sh33,17,C11,11,C,2,20,6.6775,0.007999999999999952
1571,BY4741,pdz3,sh33,17,C12,12,C,3,20,5.788499999999999,0.008000000000000007
1572,BY4741,pdz1,sh33,17,D1,1,D,1,0,6.311000000000001,0.0040000000000000036
1573,BY4741,pdz1,sh33,17,D2,2,D,2,0,7.4615,0.0040000000000000036
1574,BY4741,pdz1,sh33,17,D3,3,D,3,0,4.5405,0.0040000000000000036
1575,BY4741,pdz1,sh33,17,D4,4,D,1,5,6.3385,0.0040000000000000036
1576,BY4741,pdz1,sh33,17,D5,5,D,2,5,5.076,0.0040000000000000036
1577,BY4741,pdz1,sh33,17,D6,6,D,3,5,4.5024999999999995,0.0040000000000000036
1578,BY4741,pdz1,sh33,17,D7,7,D,1,10,6.264500000000001,0.0040000000000000036
1579,BY4741,pdz1,sh33,17,D8,8,D,2,10,6.345,0.0040000000000000036
1580,BY4741,pdz1,sh33,17,D9,9,D,3,10,4.707999999999999,0.0040000000000000036
1581,BY4741,pdz1,sh33,17,D10,10,D,1,20,6.473500000000001,0.0040000000000000036
1582,BY4741,pdz1,sh33,17,D11,11,D,2,20,5.280499999999999,0.0040000000000000036
1583,BY4741,pdz1,sh33,17,D12,12,D,3,20,4.7395,0.0040000000000000036
1584,BY4741,pdz3,sh31,17,E1,1,E,1,0,6.769500000000001,0.008000000000000007
1585,BY4741,pdz3,sh31,17,E2,2,E,2,0,7.6425,0.008000000000000007
1586,BY4741,pdz3,sh31,17,E3,3,E,3,0,4.879999999999999,0.0040000000000000036
1587,BY4741,pdz3,sh31,17,E4,4,E,1,5,7.1770000000000005,0.008000000000000007
1588,BY4741,pdz3,sh31,17,E5,5,E,2,5,5.489000000000001,0.0040000000000000036
1589,BY4741,pdz3,sh31,17,E6,6,E,3,5,4.974500000000001,0.0040000000000000036
1590,BY4741,pdz3,sh31,17,E7,7,E,1,10,6.838000000000002,0.008000000000000007
1591,BY4741,pdz3,sh31,17,E8,8,E,2,10,5.9399999999999995,0.0040000000000000036
1592,BY4741,pdz3,sh31,17,E9,9,E,3,10,5.398999999999999,0.0040000000000000036
1593,BY4741,pdz3,sh31,17,E10,10,E,1,20,6.289000000000001,0.008000000000000007
1594,BY4741,pdz3,sh31,17,E11,11,E,2,20,5.4304999999999986,0.0040000000000000036
1595,BY4741,pdz3,sh31,17,E12,12,E,3,20,5.163499999999999,0.0040000000000000036
1596,BY4741,pdz1,sh31,17,F1,1,F,1,0,6.262500000000001,0.0040000000000000036
1597,BY4741,pdz1,sh31,17,F2,2,F,2,0,8.593500000000002,0.0040000000000000036
1598,BY4741,pdz1,sh31,17,F3,3,F,3,0,4.8735,0.008000000000000007
1599,BY4741,pdz1,sh31,17,F4,4,F,1,5,5.269,0.0040000000000000036
1600,BY4741,pdz1,sh31,17,F5,5,F,2,5,5.695,0.0040000000000000036
1601,BY4741,pdz1,sh31,17,F6,6,F,3,5,5.4305,0.0040000000000000036
1602,BY4741,pdz1,sh31,17,F7,7,F,1,10,5.400000000000001,0.0040000000000000036
1603,BY4741,pdz1,sh31,17,F8,8,F,2,10,5.9105,0.0040000000000000036
1604,BY4741,pdz1,sh31,17,F9,9,F,3,10,5.827499999999999,0.0040000000000000036
1605,BY4741,pdz1,sh31,17,F10,10,F,1,20,5.106999999999999,0.0040000000000000036
1606,BY4741,pdz1,sh31,17,F11,11,F,2,20,6.096000000000001,0.0040000000000000036
1607,BY4741,pdz1,sh31,17,F12,12,F,3,20,5.646,0.0040000000000000036
1608,BY4741,sh31,pdz2,17,G1,1,G,1,0,7.369500000000002,0.0040000000000000036
1609,BY4741,sh31,pdz2,17,G2,2,G,2,0,7.753500000000001,0.0040000000000000036
1610,BY4741,sh31,pdz2,17,G3,3,G,3,0,4.667999999999999,0.0040000000000000036
1611,BY4741,sh31,pdz2,17,G4,4,G,1,5,7.497000000000002,0.0040000000000000036
1612,BY4741,sh31,pdz2,17,G5,5,G,2,5,5.870000000000001,0.0040000000000000036
1613,BY4741,sh31,pdz2,17,G6,6,G,3,5,5.411,0.0040000000000000036
1614,BY4741,sh31,pdz2,17,G7,7,G,1,10,7.046500000000001,0.0040000000000000036
1615,BY4741,sh31,pdz2,17,G8,8,G,2,10,6.746499999999999,0.0040000000000000036
1616,BY4741,sh31,pdz2,17,G9,9,G,3,10,5.3575,0.0040000000000000036
1617,BY4741,sh31,pdz2,17,G10,10,G,1,20,7.659000000000001,0.008000000000000007
1618,BY4741,sh31,pdz2,17,G11,11,G,2,20,6.0325,0.0040000000000000036
1619,BY4741,sh31,pdz2,17,G12,12,G,3,20,5.152999999999999,0.0040000000000000036
1620,BY4741,sh32,pdz2,17,H1,1,H,1,0,9.114,0.0040000000000000036
1621,BY4741,sh32,pdz2,17,H2,2,H,2,0,10.4425,0.008000000000000007
1622,BY4741,sh32,pdz2,17,H3,3,H,3,0,7.740500000000003,0.008000000000000007
1623,BY4741,sh32,pdz2,17,H4,4,H,1,5,9.511500000000002,0.008000000000000007
1624,BY4741,sh32,pdz2,17,H5,5,H,2,5,7.319000000000001,0.008000000000000007
1625,BY4741,sh32,pdz2,17,H6,6,H,3,5,7.369999999999999,0.008000000000000007
1626,BY4741,sh32,pdz2,17,H7,7,H,1,10,9.116499999999998,0.008000000000000007
1627,BY4741,sh32,pdz2,17,H8,8,H,2,10,9.525,0.008000000000000007
1628,BY4741,sh32,pdz2,17,H9,9,H,3,10,7.794500000000001,0.008000000000000007
1629,BY4741,sh32,pdz2,17,H10,10,H,1,20,8.822000000000001,0.0040000000000000036
1630,BY4741,sh32,pdz2,17,H11,11,H,2,20,7.014,0.008000000000000007
1631,BY4741,sh32,pdz2,17,H12,12,H,3,20,6.568999999999999,0.008000000000000007
1632,BY4741,sh33,pdz2,18,A1,1,A,1,0,4.445499999999999,0.0040000000000000036
1633,BY4741,sh33,pdz2,18,A2,2,A,2,0,5.3355,0.0040000000000000036
1634,BY4741,sh33,pdz2,18,A3,3,A,3,0,5.3445,0.0040000000000000036
1635,BY4741,sh33,pdz2,18,A4,4,A,1,5,5.2219999999999995,0.0040000000000000036
1636,BY4741,sh33,pdz2,18,A5,5,A,2,5,6.416499999999999,0.008000000000000007
1637,BY4741,sh33,pdz2,18,A6,6,A,3,5,5.3475,0.0040000000000000036
1638,BY4741,sh33,pdz2,18,A7,7,A,1,10,5.687,0.0040000000000000036
1639,BY4741,sh33,pdz2,18,A8,8,A,2,10,5.1850000000000005,0.0040000000000000036
1640,BY4741,sh33,pdz2,18,A9,9,A,3,10,5.446499999999999,0.0040000000000000036
1641,BY4741,sh33,pdz2,18,A10,10,A,1,20,4.4864999999999995,0.0040000000000000036
1642,BY4741,sh33,pdz2,18,A11,11,A,2,20,4.509,0.0040000000000000036
1643,BY4741,sh33,pdz2,18,A12,12,A,3,20,5.172999999999999,0.0040000000000000036
1644,BY4741,pdz3,sh32,18,B1,1,B,1,0,3.3965000000000005,0.0040000000000000036
1645,BY4741,pdz3,sh32,18,B2,2,B,2,0,5.195499999999999,0.0040000000000000036
1646,BY4741,pdz3,sh32,18,B3,3,B,3,0,5.878500000000001,0.0040000000000000036
1647,BY4741,pdz3,sh32,18,B4,4,B,1,5,4.744,0.0040000000000000036
1648,BY4741,pdz3,sh32,18,B5,5,B,2,5,5.231999999999999,0.0040000000000000036
1649,BY4741,pdz3,sh32,18,B6,6,B,3,5,5.479000000000001,0.0040000000000000036
1650,BY4741,pdz3,sh32,18,B7,7,B,1,10,4.230499999999999,0.0040000000000000036
1651,BY4741,pdz3,sh32,18,B8,8,B,2,10,5.398499999999999,0.0040000000000000036
1652,BY4741,pdz3,sh32,18,B9,9,B,3,10,4.749999999999999,0.0040000000000000036
1653,BY4741,pdz3,sh32,18,B10,10,B,1,20,4.183999999999999,0.008000000000000007
1654,BY4741,pdz3,sh32,18,B11,11,B,2,20,5.235999999999999,0.0040000000000000036
1655,BY4741,pdz3,sh32,18,B12,12,B,3,20,5.442499999999999,0.0040000000000000036
1656,BY4741,sh31,sh31,18,C1,1,C,1,0,5.286999999999999,0.0040000000000000036
1657,BY4741,sh31,sh31,18,C2,2,C,2,0,6.0424999999999995,0.008000000000000007
1658,BY4741,sh31,sh31,18,C3,3,C,3,0,3.8584999999999994,0.0040000000000000036
1659,BY4741,sh31,sh31,18,C4,4,C,1,5,6.820500000000001,0.0040000000000000036
1660,BY4741,sh31,sh31,18,C5,5,C,2,5,5.4145,0.0040000000000000036
1661,BY4741,sh31,sh31,18,C6,6,C,3,5,4.217,0.0040000000000000036
1662,BY4741,sh31,sh31,18,C7,7,C,1,10,5.837,0.007999999999999952
1663,BY4741,sh31,sh31,18,C8,8,C,2,10,5.938999999999998,0.0040000000000000036
1664,BY4741,sh31,sh31,18,C9,9,C,3,10,4.2684999999999995,0.0040000000000000036
1665,BY4741,sh31,sh31,18,C10,10,C,1,20,5.986,0.0040000000000000036
1666,BY4741,sh31,sh31,18,C11,11,C,2,20,5.4375,0.008000000000000007
1667,BY4741,sh31,sh31,18,C12,12,C,3,20,5.1025,0.0040000000000000036
1668,BY4741,sh31,sh32,18,D1,1,D,1,0,3.6310000000000002,0.0040000000000000036
1669,BY4741,sh31,sh32,18,D2,2,D,2,0,5.186,0.0040000000000000036
1670,BY4741,sh31,sh32,18,D3,3,D,3,0,6.948499999999998,0.008000000000000007
1671,BY4741,sh31,sh32,18,D4,4,D,1,5,4.369,0.0040000000000000036
1672,BY4741,sh31,sh32,18,D5,5,D,2,5,5.6455,0.0040000000000000036
1673,BY4741,sh31,sh32,18,D6,6,D,3,5,6.190499999999999,0.008000000000000007
1674,BY4741,sh31,sh32,18,D7,7,D,1,10,3.860999999999999,0.0040000000000000036
1675,BY4741,sh31,sh32,18,D8,8,D,2,10,6.457500000000001,0.008000000000000007
1676,BY4741,sh31,sh32,18,D9,9,D,3,10,5.3855,0.008000000000000007
1677,BY4741,sh31,sh32,18,D10,10,D,1,20,3.8920000000000003,0.0040000000000000036
1678,BY4741,sh31,sh32,18,D11,11,D,2,20,5.764499999999999,0.0040000000000000036
1679,BY4741,sh31,sh32,18,D12,12,D,3,20,6.1815,0.008000000000000007
1680,BY4741,sh32,sh31,18,E1,1,E,1,0,3.8549999999999995,0.0040000000000000036
1681,BY4741,sh32,sh31,18,E2,2,E,2,0,4.755999999999999,0.0040000000000000036
1682,BY4741,sh32,sh31,18,E3,3,E,3,0,4.3614999999999995,0.0040000000000000036
1683,BY4741,sh32,sh31,18,E4,4,E,1,5,4.760999999999999,0.0040000000000000036
1684,BY4741,sh32,sh31,18,E5,5,E,2,5,4.536999999999999,0.0040000000000000036
1685,BY4741,sh32,sh31,18,E6,6,E,3,5,3.659,0.0040000000000000036
1686,BY4741,sh32,sh31,18,E7,7,E,1,10,4.2395,0.0040000000000000036
1687,BY4741,sh32,sh31,18,E8,8,E,2,10,5.0569999999999995,0.0040000000000000036
1688,BY4741,sh32,sh31,18,E9,9,E,3,10,3.274,0.0040000000000000036
1689,BY4741,sh32,sh31,18,E10,10,E,1,20,3.667,0.0040000000000000036
1690,BY4741,sh32,sh31,18,E11,11,E,2,20,6.481999999999999,0.016000000000000014
1691,BY4741,sh32,sh31,18,E12,12,E,3,20,4.174,0.0040000000000000036
1692,BY4741,pdz1,pdz1,18,F1,1,F,1,0,4.47,0.0040000000000000036
